name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo
Jennings Ben,1481.1911384897983,2,-9.4,0.54,40.0,1481.19,1490.97
BRUYNS Joshua,1481.1628445684823,4,-4.71,1.84,38.0,1481.16,1496.0
Kuang Oliver,1481.038332512284,2,-9.48,2.2,34.5,1481.04,1492.08
Cosser Christopher,1480.9682562224466,3,-6.34,2.24,68.0,1480.97,1492.74
Padin Simón,1480.8737625051224,2,-9.56,2.75,76.5,1480.87,1488.49
Egizbayev Kanat,1480.6729281171768,2,-9.66,1.86,23.5,1480.67,1489.02
BOULOS Alessandro,1480.5558391197617,7,-2.78,10.19,26.14,1480.56,1508.29
SZALECKI Oskar,1480.5293389747735,3,-6.49,3.44,47.67,1480.53,1491.67
CANCEL Gabriel,1480.514997373811,2,-9.74,0.32,58.5,1480.51,1490.03
Topal Yaroslav,1480.4991627482573,5,-3.9,6.17,21.2,1480.5,1492.9
Esparta Frade Bittor,1480.4604990741761,2,-9.77,2.59,60.0,1480.46,1492.06
Jubes Angarita Marco Antonio,1480.3452945627128,2,-9.83,0.23,40.0,1480.35,1490.34
Eguez Esteban,1480.3024696395519,2,-9.85,6.36,48.0,1480.3,1485.66
Schenk Filip,1480.2791198005834,4,-4.93,6.19,46.0,1480.28,1486.38
Homan Evan,1480.2751468561476,2,-9.86,0.99,43.5,1480.28,1490.83
Levesque Adrien,1480.191906061896,2,-9.9,1.07,63.0,1480.19,1489.34
González Gutiérrez Jerome,1480.1293301683038,2,-9.94,2.14,65.0,1480.13,1491.58
Hwang Pyeongju,1479.9933632639486,2,-10.0,1.31,20.0,1479.99,1490.92
Mohd Shokor Mohd Izzat,1479.66545706644,2,-10.17,1.23,68.0,1479.67,1490.7
Salimov Oleksandr,1479.6580371456353,4,-5.09,6.14,22.0,1478.33,1494.37
Styla Hubert,1479.6164542366625,2,-10.19,2.74,26.5,1479.62,1491.74
"LOW Ezell, Qing Wei",1479.5301369486147,2,-10.23,5.11,50.0,1479.53,1486.15
Hammer Zach,1479.4652510015178,19,-0.52,10.22,31.11,1436.19,1493.03
STERNIK Valentin,1479.3677411259812,2,-10.32,2.64,60.0,1479.37,1491.55
Praveen C. M.,1479.2707114163743,2,-10.36,1.37,37.0,1479.27,1490.6
MENGUAL Max,1479.042862296489,2,-10.48,6.57,54.5,1479.04,1484.87
Hyun Jekyoung,1478.998295452999,2,-10.5,2.84,24.0,1479.0,1491.51
Sifra Martin,1478.977314359735,2,-10.51,0.67,19.5,1478.98,1489.96
Pilpel Yarden,1478.7128134839593,2,-10.64,0.23,96.5,1478.71,1489.52
Toure Ahmed,1478.5728642205224,2,-10.71,3.01,38.5,1478.57,1487.15
Katsitadze Soso,1478.358805588558,2,-10.82,5.2,53.0,1478.36,1485.5
Alencaster Andrés,1478.3132394082181,2,-10.84,0.54,51.5,1478.31,1488.77
Gabuldani Giorgi,1478.299965800214,2,-10.85,5.91,44.5,1478.3,1484.97
Pasqua Tommaso,1478.0474972412756,3,-7.32,0.47,28.67,1478.05,1492.95
Rahimkhanov  Ramel,1477.9396715658527,2,-11.03,1.35,31.5,1477.94,1489.92
Rivas Domínguez Alejandro,1477.8281858365133,3,-7.39,4.55,48.33,1477.83,1489.46
Botnar Bohdan,1477.746886251035,2,-11.13,4.47,57.0,1477.75,1485.71
Ibadov Babek,1477.4138485591916,2,-11.29,4.06,40.0,1477.41,1485.83
Artaui Terdpol,1477.333156374165,2,-11.33,1.75,23.5,1477.33,1487.43
GODDARD Aidan,1477.1388551964603,3,-7.62,2.93,44.0,1477.14,1489.84
Beisembayev Yerzhan,1477.137976507677,2,-11.43,0.94,30.5,1477.14,1487.9
CHAN Cheung-Chi Shoji,1477.091131401914,3,-7.64,1.64,50.33,1477.09,1492.7
Kalita Maciej,1476.9677027515352,3,-7.68,6.81,14.33,1476.97,1498.75
Averdunk Alexander,1476.770507531375,3,-7.74,2.94,43.0,1476.77,1494.3
Aljaro Jose Maria,1476.716711847243,2,-11.64,1.48,82.5,1476.72,1487.31
Korenaga Keiichiro,1476.455359264276,2,-11.77,0.21,48.5,1476.46,1488.38
Lachat Cédric,1476.3583209243848,3,-7.88,1.21,46.67,1476.36,1491.24
Flohé Yannick,1476.2685957625683,10,-2.37,4.88,52.6,1476.27,1489.65
Tzeng  Jiun-Jie,1476.264650628238,6,-5.17,8.13,16.17,1468.96,1509.28
JENNINGS Ben,1476.1561029964867,5,-4.77,5.15,39.8,1476.16,1493.89
Miniely Or,1476.1388285182236,2,-11.93,1.68,100.5,1476.14,1489.26
BARTON Hayden,1476.0755217737926,3,-7.97,2.54,50.67,1476.08,1489.1
Roca Lopez Pol,1475.7384429762305,2,-12.13,1.72,39.0,1475.74,1486.65
MITA Ayumu,1475.597446582284,5,-4.88,1.01,36.0,1475.6,1495.87
Tanaka Shuta,1475.3736515081264,3,-8.21,4.83,59.33,1475.37,1486.22
Liss Micah,1475.3701093572079,3,-8.21,6.69,40.67,1475.37,1486.35
Gál Bence,1475.3232296691792,4,-6.17,6.41,30.25,1472.05,1490.34
Molchanov Alexey,1475.224340225738,13,-1.91,6.06,24.69,1470.01,1502.58
Midtboe Magnus,1475.1943169244735,2,-12.4,1.15,52.0,1475.19,1486.79
Rios Emilio,1475.175274433985,3,-8.27,2.39,67.67,1475.18,1490.95
Shahbalaye Zohrab,1475.041640741802,2,-12.48,2.34,28.5,1475.04,1485.86
LEE Yongsu,1474.9602842924605,5,-5.01,3.97,43.4,1474.31,1491.5
Ozawa Shinta,1474.8879068933782,2,-12.56,0.36,25.0,1474.89,1487.19
Taghizade Chingiz,1474.6628671666615,2,-12.67,0.63,28.5,1474.66,1486.88
BRATSCHI Noah,1474.41783277135,7,-3.65,3.86,37.14,1474.42,1490.21
Pitcher Ethan,1474.2741423253235,15,-1.72,8.38,33.47,1474.27,1496.03
Burian Matej,1474.2252737054357,4,-6.44,5.73,62.5,1474.23,1500.98
CHISHOLM Flynn,1474.1274778204167,2,-12.94,0.42,55.5,1474.13,1486.77
Lavender Sam,1473.9361020634935,3,-8.69,3.48,72.67,1473.94,1488.77
Bailey Sean,1473.873359068503,5,-5.23,2.72,60.0,1473.87,1494.93
Mallesh Deepu,1473.8606251920903,6,-4.36,4.84,47.83,1473.86,1498.14
Kumar Gaurav,1473.798595688186,3,-8.73,2.5,73.67,1473.8,1490.3
Fakirianov Dmitrii,1473.4828294600359,2,-13.26,0.33,83.0,1473.48,1486.97
Munday Samuel,1473.1135046354361,2,-13.44,1.59,63.0,1473.11,1485.43
Grosso Cesar,1472.8139714154283,8,-3.4,6.1,58.38,1472.52,1492.54
CHUNG Man-hei,1472.7838755646958,2,-13.61,1.58,64.0,1472.78,1485.28
Ondra Adam,1472.655024317025,5,-5.47,5.52,64.4,1472.66,1485.19
Li Guangdong,1472.5346832092189,7,-4.04,5.42,15.0,1468.52,1488.01
Levin Ram,1472.406882024656,6,-4.6,2.27,64.83,1472.41,1499.13
Ayala Benjamin,1472.3753100483684,3,-9.21,3.41,80.0,1472.38,1487.14
Li Richard,1472.3220496436436,7,-3.95,8.17,31.14,1466.88,1489.22
CHRISTENSEN Santiago,1472.2877700729018,2,-13.86,0.35,60.0,1472.29,1486.39
LAU Tsz-kiu,1472.0965990045129,2,-13.95,0.27,64.5,1472.1,1486.24
UEGAKI Ginta,1472.0296795275694,4,-6.99,3.69,38.75,1472.03,1489.29
TABUCHI Motonori,1471.8015050664908,6,-4.7,6.67,51.83,1471.8,1496.17
FUJINO Shuto,1471.4752171786283,24,-1.19,7.73,32.54,1447.53,1496.77
KIM Dongjun,1471.3658900228368,3,-9.54,5.38,47.0,1471.37,1496.28
Andreou Andreas,1471.3252532636373,2,-14.34,2.04,43.0,1471.33,1484.22
Chan Chong Kiat Mark,1470.9664849943858,3,-9.68,5.4,61.67,1470.97,1485.97
Kruder Jernej,1470.9486372108593,12,-2.42,4.1,49.5,1470.95,1493.77
TOKTAROV Damir,1470.9354798481315,9,-3.23,7.85,33.33,1470.94,1503.78
Lam Hei-yeung,1470.6737510694397,4,-7.33,3.96,50.0,1470.67,1489.03
Kim Hongil,1470.6321179984895,5,-5.87,7.81,24.6,1469.75,1494.78
Porscha Maximilian,1470.5935505082928,4,-7.35,4.39,30.75,1470.59,1495.77
LE COUSTER Yoann,1470.5868080897906,19,-1.55,5.67,16.21,1467.22,1491.55
Savelyev Artem,1470.3190300244528,11,-2.7,5.11,14.09,1470.32,1508.76
Ogata Yoshiyuki,1469.8672033741716,10,-3.01,6.46,41.2,1468.65,1489.81
Choi Jongbin,1469.7572438523412,4,-7.56,4.93,58.25,1469.76,1489.8
Molnar Gergõ,1469.6808154667576,3,-10.11,7.08,30.0,1469.68,1487.01
JO Jinyong,1469.499073370643,5,-6.1,5.19,46.0,1469.5,1486.08
Kim Hyunjae,1469.4822995175655,6,-5.09,5.04,16.67,1469.48,1494.15
Mahadeva K Shivalinga M,1469.4606571548686,3,-10.18,2.31,36.33,1469.46,1489.33
Vargas Benjamin,1469.1244914331157,3,-10.29,2.42,73.33,1469.12,1487.39
Uchida Lucas,1468.962008325676,3,-10.35,0.95,79.67,1468.96,1489.16
Chan Cheung-chi Shoji,1468.8867580693827,19,-1.64,7.02,38.79,1457.36,1494.46
Yau Ka-chun,1468.01731372446,7,-4.57,5.89,46.57,1468.02,1490.43
BOSSERT Braeden,1467.4537572798515,3,-10.85,3.88,49.67,1467.45,1493.5
Sordyl Tomasz,1467.4301799080847,6,-5.43,2.63,24.0,1467.43,1491.33
Lewicki Michal,1467.396388113289,12,-2.72,3.76,20.67,1467.4,1491.34
Takeda Hajime,1467.3076518033286,5,-6.54,5.91,35.0,1467.31,1499.79
Topishko Sergii,1467.2001820436917,5,-6.56,3.59,52.8,1467.2,1497.36
Lin Chia Hsiang,1467.1814368663954,6,-5.47,3.37,50.17,1467.18,1489.93
WONG Cheuk-nam,1466.876822858254,6,-5.52,3.72,46.67,1466.88,1490.54
Becan Klemen,1466.607112635318,3,-11.13,2.39,52.67,1466.61,1486.14
Goddard Aidan,1466.5750070862275,4,-8.36,2.6,48.25,1466.58,1489.81
GOODALL Andrew,1466.0876591603744,4,-8.48,4.79,47.0,1466.09,1491.23
Mohammadi Morteza,1466.0651022917814,9,-3.77,5.19,22.0,1463.69,1498.73
Lorenzi Simon,1465.8388250024518,9,-3.8,3.28,56.44,1465.84,1490.09
Mattes Aaron,1465.7179819748444,3,-11.43,2.64,60.0,1465.72,1485.77
Lai Chi-Wai,1465.4961662418043,5,-6.9,6.41,21.6,1465.5,1499.45
Khazanov Alex,1465.2081863924288,5,-6.96,4.57,74.6,1465.21,1491.61
Ouriques Jean,1465.0451303402049,3,-11.65,3.2,83.67,1465.05,1486.2
Vettorata Francesco,1464.9327092782441,5,-7.01,2.5,68.8,1464.93,1490.22
ALENCASTER Andrés,1464.5779095088612,3,-11.81,2.38,55.67,1464.58,1485.45
Konecny Jakub,1464.556484022489,3,-11.81,1.15,86.0,1464.56,1487.71
Bader Linus,1464.2441272297476,16,-2.23,3.99,37.0,1464.24,1500.46
Desgranges Romain,1464.2307350684655,3,-11.92,0.77,80.67,1464.23,1488.17
Le Dylan,1464.0995821605336,8,-4.49,3.41,44.38,1464.1,1500.79
Shevchenko Vladislav,1463.7124019205514,3,-12.1,0.78,71.33,1463.71,1487.9
Yessipov Matvey,1463.670205569638,6,-6.05,2.42,52.33,1463.67,1497.27
Karavaev Dmitry,1463.4616180735252,3,-12.18,2.19,63.0,1463.46,1486.85
INTRACHUPONGSE ARDCH,1463.2468504577541,4,-9.19,3.93,45.5,1463.25,1485.39
Harrison Campbell,1463.022890196186,4,-9.24,1.69,72.75,1463.02,1488.88
Sirotti Gianluca,1463.0180532081943,8,-4.62,2.4,23.12,1463.02,1491.75
MURAT Alisher,1462.8534543718993,7,-5.31,3.75,41.57,1462.85,1496.87
Kim Jabee,1462.7518689365013,5,-7.45,5.74,54.8,1462.75,1485.86
KANG Minsu,1462.675340404673,9,-4.15,4.48,41.56,1462.68,1495.76
EGG Pedro,1462.2231650185543,3,-12.59,1.51,53.0,1462.22,1486.18
Cho Seungwoon,1461.8239052648655,10,-3.82,4.63,24.5,1457.94,1497.21
KIM Hanwool,1461.367326328655,15,-2.58,6.18,41.87,1444.27,1491.53
Burian Petr,1461.2778688822484,8,-4.84,5.24,45.62,1461.28,1488.64
Waldin Thomas,1461.1543960995616,3,-12.95,1.65,85.0,1461.15,1486.06
Ahmad Zaheer,1460.9712850083604,3,-13.01,1.11,58.33,1460.97,1487.11
Nicoloso Pedro Ferreira,1460.7862095580347,3,-13.07,1.0,86.67,1460.79,1485.8
BOGESCHDORFER Lawrence,1460.3284870884263,5,-7.93,5.02,49.0,1460.33,1495.32
Egg Pedro,1459.8388075809098,4,-10.04,1.82,53.25,1459.84,1488.61
Potocar Luka,1459.6472538671387,5,-8.07,3.07,73.6,1459.65,1489.64
Vedenchuk Viacheslav,1459.6334860221439,20,-2.02,7.64,16.45,1459.63,1511.56
Rugens Rolands,1459.296411885241,7,-5.81,5.47,35.86,1459.3,1491.87
Schubert Jakob,1459.1459595174467,15,-2.72,6.29,45.07,1441.46,1487.32
Reuser Tim,1458.941096896549,5,-8.21,4.4,71.2,1458.94,1485.52
Zhang Yuhang,1458.5586774277745,16,-2.59,8.45,16.69,1458.56,1508.55
Micka Martin,1458.0036175450448,3,-14.0,0.47,49.33,1458.0,1485.96
Holowach Jason,1457.4696505135196,5,-8.51,3.14,70.8,1457.47,1490.23
Levier Alban,1455.8676643472259,6,-7.36,2.92,55.0,1455.87,1489.72
Fall Matthew,1455.8039838218658,7,-6.31,4.54,51.43,1455.8,1488.16
Bombardi Marcello,1455.4362129715016,10,-4.46,4.62,58.9,1454.49,1493.07
Lopez Mateos Eric,1454.9212807947958,6,-7.51,4.36,51.33,1454.92,1488.38
JonasMcRae Elan,1454.771905355897,4,-11.31,1.03,36.0,1454.77,1488.46
Verdasco Urizal Sergio,1454.444956906746,6,-7.59,2.72,54.0,1454.44,1490.61
Qu HaiBin,1454.009858206778,7,-6.57,5.18,38.86,1453.57,1500.7
Zhong Lincai,1453.7814226451842,21,-2.2,6.58,14.86,1448.08,1502.91
Martin Philipp,1453.6974297055226,5,-9.26,3.72,67.4,1453.7,1488.19
Stranik Martin,1452.4626452341665,4,-11.88,2.47,80.25,1452.46,1485.93
Timmermans Loïc,1452.2162705333694,8,-5.97,2.62,58.0,1452.22,1494.73
Marne Hritik,1452.0629504763176,4,-11.98,1.43,85.0,1452.06,1486.45
Barrans David,1451.5533954854538,4,-12.11,1.5,62.25,1451.55,1486.04
WONG Cheuk-Nam,1451.2471226370187,4,-12.19,1.9,57.75,1451.25,1488.5
Skofic Domen,1450.4045755263821,5,-9.92,1.33,75.6,1450.4,1488.71
Kim Jungju,1449.667163789586,11,-4.58,3.56,25.0,1446.85,1493.96
O'Francia Quinn,1449.653453368178,9,-5.59,4.59,44.22,1449.65,1500.13
Sirotti Michel,1449.3279657791304,12,-3.32,6.52,18.58,1449.33,1493.27
Chisholm Flynn,1449.2517636640057,5,-10.15,1.85,60.6,1449.25,1490.71
ABU ERGEEB Nasser,1449.035866598385,5,-10.19,3.65,54.4,1449.04,1487.29
Gál Máté,1448.5803056720677,9,-5.71,6.93,21.78,1438.62,1488.93
Suolang Jiacuo,1448.2877937197154,7,-7.39,5.3,29.43,1448.29,1501.33
Bruyns Joshua,1447.512931423813,9,-5.83,4.89,49.33,1447.51,1489.37
Jankhoteli Giga,1447.3922745875614,7,-7.52,4.89,49.86,1447.39,1493.63
Ma ZiDa,1447.2684152923332,8,-6.59,5.11,20.12,1447.27,1485.95
Peharc Anze,1446.7485671589518,7,-7.61,2.38,70.0,1446.75,1489.86
Marcus Nimrod,1445.0662218162645,9,-6.1,4.43,68.67,1445.07,1487.02
Firnenburg David,1444.5236046002356,9,-6.16,4.47,37.89,1444.52,1486.1
Skolnik Darren,1444.4343399796055,6,-9.26,2.76,57.83,1444.43,1491.13
Sanders George,1443.9588648123993,6,-9.34,3.67,73.0,1443.96,1486.5
Shemla Yuval,1442.7579672874483,6,-9.54,1.89,79.5,1442.76,1488.34
Yurko Oleksiy,1442.030856570093,19,-3.05,7.81,15.05,1442.03,1484.77
TURNER Luke,1441.047517894813,6,-9.83,1.83,51.17,1441.05,1487.63
Samoilov Fedir,1436.457584695276,7,-9.08,2.1,59.43,1436.46,1492.13
Sternik Valentin,1435.5610125133628,7,-9.21,2.11,63.71,1435.56,1487.68
BADER Linus,1435.498569768133,9,-7.17,6.29,36.89,1435.5,1504.09
Boulbahaiem Salah,1432.2715007103084,6,-11.29,3.13,24.83,1432.27,1487.68
Collin Nicolas,1431.0745429574288,13,-5.3,6.39,60.38,1429.55,1487.46
AU Chi-fung,1426.6769653893327,21,-3.49,5.03,40.95,1426.68,1486.52
Pastor Martínez Sergio,1422.4179889742395,9,-8.62,3.05,49.56,1422.42,1489.21
Ghisolfi Stefano,1421.8836845388694,20,-3.91,5.62,36.8,1415.86,1487.06
Puman Hannes,1420.1836118390445,10,-7.98,3.57,63.8,1420.18,1490.26
Cano Blazquez Javier,1415.8969810484145,16,-5.26,4.38,44.88,1415.9,1486.79
Juhasz Gyula,1415.2338852227556,8,-10.6,2.87,22.25,1415.23,1488.49
Megos Alexander,1411.8128499126412,10,-8.82,3.11,74.3,1411.81,1488.67
Flor Vazquez Jonatan,1408.7333939314385,11,-8.3,3.84,53.55,1408.73,1485.99
McColl Sean,1396.7050748012614,43,-2.4,6.09,32.6,1352.12,1489.97
